neutral,"Regulatory News: Cybercom's Appointment Committee (STO: CYBE), which is unanimous in its proposal, proposes the election of Jon Risfelt as new Chair of the Board of Directors."
negative,"Scanfil, a system provider and contract manufacturer for the communications sector, will start negotiations on personnel in Oulu, Finland, to temporarily lay off staff."
neutral,The price of GMO soybeans is 5% to -7% lower than that of non-GMO soybeans.
positive,"Cargotec Corporation, Press release, 26 August 2008 at 10 a.m. Finnish time Cargotec's MacGREGOR business area providing handling of marine cargo and offshore cargo handling solutions has received a major order to upgrade offshore cranes."
negative,"Nokia's share price fell from less than one percent to 18.70 euros ($ 25.41 ) in Helsinki, while Siemens' shares fell from 1.02 percent to 90.19 euros ($ 122.57 ) in Frankfurt."
positive,"In January-September 2009, the Group's net interest income increased from €74.3 million in January-September 2008 to €112.4 million."
neutral,"This order, when delivered, will bring the total electricity production in Italy produced by Wartsila's equipment to over 1,300 MW."
negative,"Operating profits in the fourth quarter fell to EUR 3 million compared to EUR 4.2 million for the corresponding period of 2009, as they included the costs of growth projects."
negative,The price of the airline's share stopped slightly at ( x 20ac ) 12.51 ( 15 US$0.74 ) in Helsinki.
positive,Etteplan aims to employ at least 20 people in Borl+nge.
negative,The operating profit decreased mainly due to the increase in the cost of wood and recycled fibres and the reinforced euro.
positive,"Citigroup, Inc ( NYSE: C ) announced that its Global Transaction Services (GTS) operations have been reappointed by Pohjola Bank Group, based in Finland."
neutral,Antniemi refuted a report from the Finnish daily newspaper Turun Sanomat as if the company was reorganising its activities in the Baltic countries.
negative,"The pre-tax loss was EUR 162.3 million, compared to a profit of EUR 253.5 million in 2007."
neutral,"In 2007, Huhtamaki will continue to invest in organic growth."
negative,- The Group's profit before tax amounted to EUR -1.9 ( -3.0 ) million.
positive,"However, the proportion of permanent orders paid increased in 2009."
negative,"Production levels were agreed with producers a long time ago, so a decline in consumption will result in losses."
negative,"Operating income fell to EUR 16 million, compared to EUR 21.1 million in 2008."
neutral,"According to the latest information, Benefon will launch its Twig device on 20 September 2006."
positive,Nokian Capacitors' equipment will be used to increase the capacity and reliability of the Indian network.
negative,Stora Enso Finnish-Swedish does not understand the decision of a federal judge in Brazil concerning Stora Enso Veracel's associated pulp company.
negative,EPS earnings per share in 2005 fell to EUR 0.66 compared to EUR 1.15 in 2004.
negative,"Stora Enso Oyj, the largest paper mill, declared in October that it would close four mills."
neutral,"Mikko Saavalainen, Head of Comptel's Global Sales concludes: `` Gibtelecom provides a perfect illustration of the variety of commercial, technical and regulatory challenges that operators face in their OSS today."
positive,"With the acquisition, the company will expand its offer to North, Central and South America, she said."
negative,"In addition, sales of new passenger cars and light commercial vehicles in the country decreased by 5.4% compared to the previous year."
positive,"Mr. Priit Kasak, owner of Balti Metsamasina, stated that the Rakvere-based company wants to increase its market share from 27% to a third in two years."
positive,This is a much better process than the use of virgin paper because it requires less transportation of wood pulp from places like Finland and Canada.
negative,The SeaWind which was en route from the Finnish port of Turku to Stockholm was trapped in the ice already around 4 p.m. on Wednesday and the trip of the Regal Star from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut at 2 a.m. on Thursday.
neutral,"The third applicant, Fortum, was abandoned."
positive,"The financial impact is estimated at an annual improvement of €2.0 million in the division's results, starting in the 2008 financial year."
neutral,"The largest construction company in Finland, YIT Corporation, must acquire 70% of the shares of the Slovak construction company Reding Bratislava."
neutral,"The Sentera information system provider -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia, a software company, acquired 77.4 pct from the company this morning for just under 33 mln."
positive,"29 September, 2010 The Finnish waste management and recycling company Lassila & Tikanoja expands its activities in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow."
positive,Some shareholders irrevocably agreed to vote in favour of issuing bonds.
positive,"According to the company, its operating profit, excluding non-recurring items, in the fourth quarter of 2009 was significantly better than expected, and also better than the figures for the fourth quarter of 2008."
negative,"According to Arokarhu, some of the purchases that had been scanned in the cash register computer disappeared when the total sum key was pressed."
positive,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November.
neutral,"Incap, headquartered in Oulu, Finland, is a manufacturer of electronics contracts with some 750 employees in Finland, Estonia and India."
positive,"Australian Mirabela Nickel awarded Outokumpu Technology a contract for milling technology for its nickel sulphide project in Bahia, Brazil."
neutral,"The company serves customers in various industries, including processes and resources, industrial machinery, architecture, building, construction, electricity, transportation, electronics, chemistry, petrochemicals, energy, and information technology, as well as catering and household services."
neutral,"After acquisition, Poyry's oil and gas expertise will cover multidisciplinary engineering and consulting services throughout the full life cycle of oil and gas assets, including deep-water engineering services."
positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011.
positive,"Net sales for the entire year are expected to increase by about 10%, the company said."
positive,"The turnover increased by 1 per cent to Euro742.2 million, compared with Euro735 million, for an amount of US$964 million."
neutral,"The other two sellers were the Finnish National R&D Fund ( Sitra ) and Oras Invest Oy, which also sold half of their stakes, leaving them respectively 3.8 pct and 3.2 pct of the company."
negative,Scanfil also issued a profit warning.
negative,"Depending on the company, the staff will be laid off temporarily if necessary."
negative,"The company stated that sales in the three months to the end of March amounted to US$86.4 million, or $113.4 million, compared to $91.2 million last year."
neutral,Medical Devices - Russia This brand new market analysis provides a clear overview of the current situation and future prospects of the medical devices market in Russia.
neutral,The other market is for process cranes at the Russian PNTZ steelworks in Pervorouralsky through an order placed by the Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS.
positive,"plans to expand its portfolio of products in the port sector, said Pekka Lundmark to the Financial Times Deutschland."
neutral,The company plans to spend the proceeds of the offer of rights to strengthen its balance sheet.
positive,The company will also be compensated for acting as a batch reserve plant.
neutral,"The Finnish real estate investment company Citycon will develop and renovate the +_kersberga shopping centre in Stockholm, Sweden."
neutral,"In Finland, the five largest brands control 90% of the beer market."
positive,Net sales and operating profits have been record in the company's history.
neutral,Each action has the right to one vote.
positive,"Neste Oil Corp. has signed long-term supply contracts with Honkajoki Oy and Findest Protein Oy, both held by Finnish food manufacturers, for the supply of animal fat for the production of biodiesel at Neste's 200,000 b-cd Porvoo, Finland, refinery."
positive,The company expects net sales to increase significantly from 2009.
neutral,Waste combustion facilities should no longer be built.
negative,"In Finland, snowstorms caused trees to fall on power lines, cutting electricity for some 2,000 households."
negative,The operating margin decreased from 5.7 per cent to 2.4 per cent.
positive,: Lietuvos Respublikos sveikatos apsaugos ministerija awarded a contract to UAB ``AFFECTO LIETVA'' for the financial systems software package.
positive,"The Dutch broker noted that Nokian Tyres had declared a good first quarter in 2006, higher or in line with consensus."
neutral,"Affecto will provide a new EFI data warehouse and reporting solution, a behavioural rating system for operational decision-making processes and the migration of data from old systems to the new EFI system."
neutral,"This cooperation will involve the purchase by Arena Partners of a 35% share of the new joint venture, operating in Alma Media's home sales, vehicle and consumer advertising companies."
negative,"The pre-tax profit was EUR 4.0 million, down from EUR 4.9 million."
negative,"Operating profits in half were 0.8 m, down from 0.9 m when Glisten invested in the brand and management team."
neutral,"Jeder Beta-Tester erh+ lt kostenlos sechs Monate lang Updates und hat laut eigener Use die M+ glichkeit, die finale Version zu beinflussen."
neutral,Talentum acquired a stake of 47.5 pct in Varesvuo Partners in 1997 and the rest in 2002 and 2005.
neutral,The terms and conditions of the 2004 stock option system are available on the Group's website.
negative,"The Finnish construction company YIT reduces the number of market-funded start-ups in 2007 to about 2,300 compared to the 2,700 previously announced."
negative,Cash flows from operations in January-December 2008 were negative of EUR 18.1 million compared to EUR 39.0 million for the same period in 2007.
negative,"At 1033, Huhtamaki was the largest competitor in the market, 8.69 pct lower at 11.35 a.m., while OMX Helsinki 25 was 0.32 pct higher at 3,332.41, and OMX Helsinki increased from 0.47 pct to 11,687.32."
negative,Most of the redundancies will be carried out in Finland.
neutral,"New Delhi, July 17 -- Sahlberg Teppo, Kallio Timo and Mustonen Tuomas by M Real OYJ, Espoo, Finland have developed new markings and production methods of the same."
negative,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki: ORNAV declared Wednesday 7 January that it has concluded its negotiations on staff in Finland and will reduce the number of staff by 205.
positive,"Ruukki's delivery volumes and sales prices showed a positive trend and the company's comparable net sales increased by 50% over a year to 647 million euros, said CEO Sakari Tammaren."
positive,"21 October 2010 - Rapala VMC Corp ( HEL : RAP1V ) has today declared that its net profit amounted to 18,9 million euros for the first nine months of 2010 starting from 15,1 million euros for the same period a year earlier."
positive,Outotec's net income for the second quarter of 2007 jumped to €16.8 million ( $23.1 million ) from €4.6 million ( $6.3 million ) a year ago.
neutral,"`` These favouritism refunds reward members who use pay services that make a positive contribution to CenCorp's operating results,' said Bill Walby, CEO of CenCorp."
positive,Affecto expects its net sales for the whole year 2010 to increase from the 2009 level when it reached EUR 103 million.
negative,The situation of coated magazine printing paper will continue to be weak.
neutral,It moved to No. 2 in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit.
negative,"Outokumpu steelworks in Tornio, Finland, is the suspected source."
positive,"( ADP News ) - Finnish supplier of Cargotec Oyj handling systems ( HEL : CGCBV ) announced on Friday that it had won orders worth EUR 10 million ( USD 13.2 m ) to deliver connecting parts to Jordan, Morocco and Ireland."
neutral,Pharmaceutical market in Belgium Global Research & Data Services recently published a market analysis on pharmaceutical markets in Belgium.
negative,Net sales fell by 6% year-on-year to EUR 11.9 million.
positive,The acquisition of Boomeranger Boats Oy is part of Done Solutions' strategy to develop its business through acquisitions of companies.
